query,title,channel,views,likes,comments,published,duration,video_id
epic orchestral battle,TEMPEST ARMADA | Epic Baroque Naval Battle | Monumental Orchestral Music,MILadyTube,7,3,2,2026-07-20T14:56:17Z,PT2M45S,HzbSMe9kEX0
epic orchestral battle,IRON SHADOW RONIN | Epic Heroic Japanese Orchestral Music | Powerful Dark Samurai Battle Score,TotalMix Music,16,3,0,2026-07-20T14:00:20Z,PT3M16S,NeeWFeMKXkA
epic orchestral battle,Battle Cry of the Highlands | Epic Scottish Bagpipes & Drums | Warriors of the Highlands,Thistle Legion,41,1,0,2026-07-20T13:00:19Z,PT1H6M55S,p1l47AwYotA
epic orchestral battle,Unbroken Warcry - Epic Orchestral Metal Battle Anthem for Warriors Who Never Surrender,Wave Echoes,258,31,12,2026-07-20T13:00:20Z,PT5M5S,ruD-OA-vxTs
epic orchestral battle,【作業用BGM】Epic Background Music 戦闘BGM/Hybrid Orchestral Battle　Rock『Voltaris』,Soothing sound Mikan,584,47,3,2026-07-20T12:20:27Z,PT1H2M3S,N1FKPVHk6i0
epic orchestral battle,EPIC ORCHESTRAL TRAILER MUSIC - Rise of the Fallen Warrior | Powerful Cinematic Battle Music,Epic Cinematic Instrumental,1,0,0,2026-07-20T12:00:29Z,PT3M26S,sQRXfDmey6s
epic orchestral battle,Blazing Lunar Grave ⚔️ Epic Orchestral Trap | Cinematic Battle Music,𝐄𝐏𝐈𝐊 𝐓𝐑𝐀𝐏,53,3,0,2026-07-20T12:00:15Z,PT2M22S,_yuJuXABPIA
epic orchestral battle,The Bell Strikes | Skaldenherz ⚔️ Epic Viking Music | Valhalla Battle Music,Skaldenherz,1715,38,2,2026-07-20T11:56:02Z,PT14S,HtNvSvNYOMI
epic orchestral battle,Winter Epic Music | Frozen Ancient Hall Battle | Powerful Orchestral Soundtrack,Immortal Warrior Soul,46,3,0,2026-07-20T11:41:26Z,PT1H34S,vsMygxKYlJM
epic orchestral battle,Lumistaria - When the Mountain Bleeds • Epic Viking Battle Music,Lumistaria,107,3,0,2026-07-20T11:41:36Z,PT4M54S,RD8tnemhFso
epic orchestral battle,Unbroken Warcry - Epic Orchestral Metal Battle Anthem for Warriors Who Never Surrender,Wave Echoes,215,13,2,2026-07-20T10:45:21Z,PT30S,rxFNi1Q7Bq4
epic orchestral battle,⚔️ Final Fantasy VIII REMAKE Tribute | Don't Be Afraid (Epic Orchestral Remix),Project Re:Phantasia,138,5,3,2026-07-20T10:07:52Z,PT3M20S,2mW9MN8Z5NI
epic orchestral battle,Powerful Epic Music Mix - Intense Orchestral Battle Scores for Legendary Warriors and Heroes,Heroic Epic Vibes,159,1,0,2026-07-20T10:03:05Z,PT2H13M56S,3tHtwXwaMe4
epic orchestral battle,60 Minute Epic Gym Workout Music for Beast Mode Training,Epic Orchestral Workout,14,0,1,2026-07-20T10:00:25Z,PT1H15S,5-CAzCJMr_A
epic orchestral battle,Mythos Sound - Legacy of the Crown of Blood (Epic Orchestral Battle),Mythos Sound,142,4,0,2026-07-19T18:02:34Z,PT2M41S,GGqzNKaamLM
epic orchestral battle,【フリーBGM】絶望の戦場 - Epic Orchestral Battle Music,Black Iris Rin,107,2,0,2026-07-19T00:26:23Z,PT3M8S,0rvjxdtiCys
epic orchestral battle,Hybrid War Cinematic - Crimson Resolve | Epic Orchestral Battle Music (No Copyright),FreeVox Epic Cinematic,39,0,0,2026-07-17T18:00:25Z,PT2M41S,-Ah3yvW75ZE
epic orchestral battle,AKUMA VS RAIJIN 1/2 - Flipaclip Animation | Epic Stickman Fight,MacZ Animation,626,76,13,2026-07-20T09:53:40Z,PT4M29S,qtXXOFy7P0A
epic orchestral battle,Hanuman and the Ocean Pearl | An Epic Underwater Battle for the Monkey Village,Devine_Saiyan005,4,2,1,2026-07-20T09:44:56Z,PT11S,hlYsjnBE3es
epic orchestral battle,Iron And Ash - Epic Battle Boss Music,Indestubile music,0,0,0,2026-07-20T08:00:06Z,PT2M25S,D6qDFjht-Ss
epic orchestral battle,White Walkers Are Back – Dark Epic Orchestral Music (Choir & Vocal Battle) | Apex Orchestral,Apex Orchestral,1,0,0,2026-07-20T04:36:14Z,PT3M44S,9T15l1_qmPI
epic orchestral battle,Phantom Nexus ☠️ Epic Orchestral Trap | Dark Battle Phonk Music,𝐄𝐏𝐈𝐊 𝐓𝐑𝐀𝐏,260,2,0,2026-07-20T04:00:26Z,PT2M45S,YDEIboddEg4
epic orchestral battle,HE FIRE ⚔️ | Epic Orchestral Music,Shadow Symphony,20,0,0,2026-07-20T02:45:16Z,PT1H24M32S,wQGOqUvaGEM
epic orchestral battle,"The First Battle, The First Defeat | Lone Anthem Epic Emotional Orchestral Music",Lone Anthem,6,1,0,2026-07-20T01:40:40Z,PT2H7M21S,wqWscA0xcjE
epic orchestral battle,Epic Medieval Fantasy Orchestra | Battle of the Fallen Kingdom | 1 Hour RPG Music,Fantasy Orchestra,39,1,0,2026-07-20T01:30:27Z,PT1H4M23S,L9jQaQxoxBs
epic orchestral battle,Forges Under the Mountain | Epic Battle Music & Cinematic Fantasy Orchestral,Wavelength Worlds,1,0,0,2026-07-20T01:00:11Z,PT4M4S,Knsed080N8Y
epic orchestral battle,"[Epic Battle Music 1H] Aldina the Dark Sorceress - Dark Orchestral BGM for Gaming, Work & D&D",Epic Attacker,54,2,0,2026-07-20T01:00:01Z,PT1H7M22S,2x8o-qbqDFs
epic orchestral battle,Aura of the Deep Jungle | Powerful Epic Orchestral Music Mix,Epic Melodies Moments,2,0,0,2026-07-20T00:00:26Z,PT4M8S,DNMtxbPgHWU
epic orchestral battle,Our Names Written in the Stars - Epic Orchestral Anthem,NovaAura,36,7,1,2026-07-19T23:00:00Z,PT1M15S,EM3ynNF07co
epic orchestral battle,Epic Orchestral Battle Music | Life of Land,Kingdom World Orchestra,1,0,0,2026-07-19T22:56:38Z,PT2M43S,JXxZJ_RUL-A
epic orchestral battle,Orchestral Battle for Your Spirit | Honor Him The King ⚔️🎶 | Epic Templar Chant (Deus Vult),Sacred Iron Choirs,6,0,0,2026-07-19T21:41:40Z,PT30M10S,-nsNb-0SqKs
epic orchestral battle,Epic Orchestral Battle Music | Land Of Giants,Kingdom World Orchestra,2,0,0,2026-07-19T21:22:12Z,PT2M49S,3r6rj7e3v98
epic orchestral battle,Eclipseveil Wrath ⚔️ Epic Orchestral Trap | Cinematic Battle Music,𝐄𝐏𝐈𝐊 𝐓𝐑𝐀𝐏,234,5,0,2026-07-19T20:00:38Z,PT2M22S,b75VnBWzUTo
epic orchestral battle,"#DreamTrackAI Intense military action music, epic orchestral war soundtrack with heavy drums and",MotorCraft Studio,755,19,0,2026-07-19T19:15:51Z,PT18S,C6DFPRZ2AZ4
epic orchestral battle,BLEACH - 1130 TYBW Full Orchestra Choir (Epic Metal Version),Anime Battle Music,534,22,9,2026-07-19T19:00:15Z,PT2M54S,y_2JGVtt6xs
epic orchestral battle,THE ULTIMATE VIKING PLAYLIST ⚔️ Epic Music for Battle & Glory,SKALDHEM,53,4,0,2026-07-19T18:00:39Z,PT1H30M16S,46H_3Ab6-pM
epic orchestral battle,Stone Remembers | Skaldenherz ⚔️ Epic Viking Music | Valhalla Battle Music #VikingMusic #NordicMusic,Skaldenherz,6,2,0,2026-07-19T16:50:52Z,PT3M4S,Gw78Zv3DFwY
epic orchestral battle,THE FINAL BREACH ⚔️ Epic Cinematic Orchestral Music | Dark Fantasy Battle Theme,DriftVale,48,0,0,2026-07-19T16:14:34Z,PT11M36S,3bpp5xPAVmw
epic orchestral battle,PERUN (Перун) — Slavic War Symphonic Suite (Epic Cinematic Ethno Battle Anthem),Petra Bourgov,4,0,0,2026-07-19T14:00:25Z,PT3M8S,WkdVU1BE-lI
epic orchestral battle,Military Formation Battle Sequence | Epic Continental March,Birth of a Nation Music,169,6,3,2026-07-19T14:00:23Z,PT3M57S,1lKUST_4NYY
epic cinematic music,Albatrossa - Inside The Wind  | ALBATROSSA - Epic Melodic Cinematic Rock Music 🎸🔥🎬 #Shorts,ALBATROSSA COLOSSEUM Ⓢ,11,0,0,2026-07-21T08:00:29Z,PT31S,HdXgA5DiZE8
epic cinematic music,Shadow's Dark Evolution 🌑 | Epic Cinematic Edit#Viral #Shorts#Trending #4K #FYP #Cinematic,world movie music,0,0,0,2026-07-21T06:59:53Z,PT13S,8jUhcusGmaQ
epic cinematic music,RISE AGAIN – The Ultimate Motivational Anthem | Epic Cinematic Music | Aelisco Music,Aelisco Music,1,0,1,2026-07-21T06:59:54Z,PT4M52S,71W8sxFG0M4
epic cinematic music,RAAKA (రాకా) Telugu Theme Song 🔥 | Hero Elevation Anthem | Epic Cinematic Music | Alex Music Hub,Alex Music Hub,109,2,0,2026-07-21T06:39:20Z,PT3M32S,9BpN0AAlrfE
epic cinematic music,The Amazing Spider-Man | Epic Cinematic Edit 🎬,"ᴍʀ_ᴍᴜᴋᴋᴜ, ",8,0,0,2026-07-21T06:30:45Z,PT13S,cya68jf9yCU
epic cinematic music,Echoes of the Sacred Peak | Epic Cinematic Background Music | Powerful Orchestral BGM,Win Record,21,2,0,2026-07-21T06:27:35Z,PT2M50S,Zfzr_4WbqUc
epic cinematic music,🚩 जय हनुमान | अतुल वीर हनुमान | Epic bhakti Music 🔥 #Shorts,Gyan Basundi,874,89,0,2026-07-21T06:03:19Z,PT30S,C7qomri7eUw
epic cinematic music,The Last Symphony of Earth | Emotional Epic Cinematic Orchestral Music,7S KING,8,1,1,2026-07-21T05:39:09Z,PT2M24S,LtEDCaL6tNU
epic cinematic music,Final Horizon | Epic Cinematic Trailer Music for Content Creators,TopAudio - Music for Content Creators,44,1,1,2026-07-21T04:47:09Z,PT1M4S,L7d-bcwT7dQ
epic cinematic music,🔥 AWAKEN THE LEGEND | 16 Minutes of Epic Cinematic Music ⚔️,OsvalSound,51,2,0,2026-07-21T04:35:15Z,PT16M20S,78z0PqOmGjk
epic cinematic music,Rise Again | Progressive House 2026 🔥 | Epic Cinematic EDM Festival Music | Music Studio Original,music studio original ,27,1,0,2026-07-21T04:27:57Z,PT3M32S,KqsjGvqm1_s
epic cinematic music,🇮🇳 India | Epic Cinematic Music #shorts  #orchestralmusic  #epicorchestral  #instrumental,StoryWave Music,2,0,0,2026-07-21T03:45:10Z,PT53S,iw7Y18ZhhEI
epic cinematic music,Beyond the Last Horizon | Epic Cinematic Pop Anthem | Original Inspirational Song,Lumen Vale Music,3,0,0,2026-07-21T03:40:19Z,PT50S,MeQCSMBj6jw
epic cinematic music,ARMAGEDDON | THE PROLOGUE | Epic Cinematic Orchestral Music,ROARING BOY SOUND,18,2,1,2026-07-21T03:35:31Z,PT39S,ci13ihgeMRg
epic cinematic music,Dark cinematic music — epic grandeur #jazz #relaxnightjazz #remix #music #beatstostudy #deepfusic,Moody Metro Vibes,15,0,0,2026-07-21T03:32:10Z,PT16S,yJc5GH11iio
epic cinematic music,Zeus's Law | Epic Cinematic Music | Odyssey Soundtracks,Odyssey Soundtracks,2,0,0,2026-07-21T01:24:28Z,PT4M35S,2Fdb90qdy7A
epic cinematic music,🚩 Hanuman Ji Divine Power 🔥 | Jai Shri Ram | Epic Cinematic AI Video | #Shorts#shortfeed,Bhakti song and story,1412,62,1,2026-07-21T00:22:17Z,PT23S,1i1uzlAKMyA
epic cinematic music,What If Adele's Biggest Ballad Became Epic Rock? 🎸 | This Chorus Gives Me Chills #Shorts #adele,@TimelessReborn,1205,37,1,2026-07-21T00:00:37Z,PT45S,c0zKdCqxP6g
epic cinematic music,VALHALLA CALL ⚔️🔥 Epic Viking War Anthem #viking #valhalla #norse #epicmusic #shorts #viral #song,Limit No Music,19,11,4,2026-07-20T22:46:18Z,PT39S,NM6UB-lhRS8
epic cinematic music,Epic Cinematic Background Music Vol. 8 [No Copyright - Royalty Free] Requiem of Titans,Zylo – Music for Creators,44,0,0,2026-07-20T22:00:19Z,PT2M3S,xNoDM1qrles
epic cinematic music,Epic Cinematic Background Music Vol. 8 [No Copyright - Royalty Free] Requiem of Titans,Zylo – Music for Creators,39,0,0,2026-07-20T22:00:08Z,PT28S,VgKrBx1nFl4
epic cinematic music,Motorcycle Background Music | Epic Cinematic Rock for Road Trip Videos,BuLoVi Lorosa'e,17,0,0,2026-07-20T21:57:50Z,PT4M29S,q5OqtR9kS6s
epic cinematic music,⚡ EPIC VIKING MUSIC | THUNDERFANG #vikingmusic #nordicmusic #epicmusic #berserker,ThunderFang,769,29,0,2026-07-20T21:00:15Z,PT46S,bvggtyFeNKU
epic cinematic music,Avengers Multiverse Anthem - Doomsday Spcl ! #anthem #music #shorts #song #avengers #viral #trend,Limit No Music,37,18,1,2026-07-20T20:11:49Z,PT57S,qvLLpSc6EPM
epic cinematic music,Majestic Naval War ~ Epic Cinematic Music ~ Powerful Trailer Soundtracks for Dark Heroes,Heroic Epic Vibes,368,8,1,2026-07-18T10:03:18Z,PT2H7M54S,7E1nWz7Wyy8
epic cinematic music,The Orchestra Vault : Unstoppable [Epic Cinematic Orchestral] • Official Music Video,The Orchestral Vault,126,3,2,2026-07-17T13:00:10Z,PT8M41S,QKMFx90wwuI
epic cinematic music,Epic Cinematic Trailer Music | Powerful Background Music for Videos,Background Music For Videos,114,3,1,2026-07-14T14:18:57Z,PT2M25S,RWLGIUt9Ttw
epic cinematic music,Epic Cinematic Music – “Moonlit Piano Bloom” |Piano,Epic Audio,3,1,0,2026-07-20T20:00:19Z,PT2M45S,Lx4W8FOnejE
epic cinematic music,Thor — Hammer of Storms | Epic Cinematic Music Inspired by Norse Mythology,Voices Beyond Legends,0,0,0,2026-07-20T20:00:24Z,PT4M44S,0LmLEZVBqGs
epic cinematic music,The Cold Wind Calls | Epic Norse Cinematic Song | Viking Music,Aria Cruse,497,24,1,2026-07-20T20:00:09Z,PT33S,lQL1rd5r_qQ
epic cinematic music,Echoes of the Void | Epic Cinematic Space Music | Emotional Orchestral Soundtrack | 4K,Cinematic_Music,0,0,0,2026-07-20T19:39:59Z,PT3M28S,r74T5ZbrRMs
epic cinematic music,"#DreamTrackAI Epic cinematic ancient temple music with tribal drums, bamboo flutes, deep",Miss Juniper Lore,3,0,0,2026-07-20T18:36:31Z,PT41S,rYffDrGgihw
epic cinematic music,Stone Bridge II | Relaxing Epic Cinematic Music | Epic Journeys,Burhinyo Studios,2,0,0,2026-07-20T17:30:37Z,PT11M38S,2QTIUVBAvq4
epic cinematic music,💰 EZ EZ | Powerful Success & Motivational Music | Epic Cinematic Instrumental,MN FORGE,1,1,0,2026-07-20T17:00:38Z,PT2M13S,PVEtmcA8rqI
epic cinematic music,Across the Black Expanse | Epic Cinematic Space Music | Echoes Beyond the Stars,DAM Good Music | Dragan Drazic,80,3,1,2026-07-20T16:53:28Z,PT5M57S,LjqIgBGfGGM
epic cinematic music,Epic Cosmic Cinematic Music for Gaming Focus and Creativity,Elysian Realms,13,0,0,2026-07-20T16:45:36Z,PT19S,4x-NTCUljPo
epic cinematic music,🇮🇳 India | Epic Cinematic Orchestral Music | The Spirit of India,StoryWave Music,19,1,0,2026-07-20T16:45:13Z,PT3M35S,4nkHeKIz23s
epic cinematic music,Epic Cinematic Orchestral Music Crafted to Awaken your Courage and fuel your Determination., 🌟 Music 🌟,5,3,0,2026-07-20T16:28:53Z,PT1H17M57S,2P31G1-7Z1Q
epic cinematic music,King Without The Crown | Heroic Cinematic Music For Workout & Inspiration,Kamu Jadi Tau,0,0,0,2026-07-20T16:13:34Z,PT3M,UxNJPExd-JQ
epic cinematic music,Tears of a Violin – Kamila Malik | Epic Cinematic Rock & Violin Power Ballad #rockballads ,Kamila Malik,39,2,0,2026-07-20T16:00:06Z,PT3M32S,SMyJ0g-yD74
epic cinematic music,Momento  - orchestral - epic cinematic- by: jill evans ,Jill Evans,42,6,0,2026-07-20T15:00:06Z,PT3M1S,VsDigFM19UA
epic cinematic music,The Battle of Fulford - Epic Viking Music | Nordic Folk Anthem [Asgardian Vibes],Asgardian Vibes,22,0,0,2026-07-20T15:00:37Z,PT46S,AS-Yv2Olfq4
epic cinematic music,Clockwork Veins! - Hard Rock (Female Vocal Music) | Official Music Video | Epic Cinematic,TenshiNoRock,154,23,7,2026-07-20T15:00:11Z,PT2M53S,sn9SpEfaMrc
epic cinematic music,Above The Crumbling Peaks ⛰️ | Epic Cinematic Adventure Music 🎼 #epicmusic #cinematic  #aimusic,THE_WORLD,3,0,0,2026-07-20T14:58:53Z,PT2M31S,bzK5jo_orIk
epic cinematic music,The Curve Of Dawn 🌅 | Epic Cinematic Music #shorts #viral #music #fyp #newsong #aimusic,THE_WORLD,1,0,0,2026-07-20T14:48:32Z,PT2M31S,NzWJXZ6bs1s
epic cinematic music,M  - Challenge to Eternity  | Epic Angel Battle Music | Female Vocalise | Cinematic Soundtrack,Lunara AI Music,15,2,1,2026-07-20T14:38:56Z,PT2M24S,v-sAU7nuelM
epic cinematic music,Where Air Turns Thin 🌬️🏔️ | Epic Cinematic Music #shorts #viral #music #fyp #newsong #aimusic,THE_WORLD,8,0,0,2026-07-20T14:37:23Z,PT3M,0pLJnqagtXo
epic cinematic music,Beyond The Heavy Clay 🌍✨ | Epic Cinematic Music #shorts #music  #viral #fyp #newsong #aimusic,THE_WORLD,0,0,0,2026-07-20T14:27:50Z,PT3M1S,9pMGu_565tE
epic cinematic music,Breath of Shaolin | Epic Cinematic Music, Zlata Navickaya ,14,0,0,2026-07-20T14:28:29Z,PT2M40S,3gWO0lsM2QE
epic cinematic music,🌅 The Pale Horizon | Epic Cinematic Orchestral Music ⚡🎼 #EpicMusic #CinematicMusic #shorts #music,THE_WORLD,2,0,0,2026-07-20T14:00:00Z,PT2M58S,yrhnFPg8eic
epic cinematic music,PULSE 2026 | THE FUTURE BEGINS | EPIC CINEMATIC MUSIC#short,Norbert Habib,1,0,0,2026-07-20T14:00:39Z,PT1M1S,7L5M00SF8kI
epic cinematic music,"🎵 Rise Again — an epic cinematic song about hope, strength, and never giving up.",Calm Folk Music,14,3,2,2026-07-20T13:55:27Z,PT1M1S,Zs7Q167O9UI
epic cinematic music,VISHWAROOPAM – The Face of Eternity | Bhagavad Gita's Greatest Revelation | Epic Cinematic Music,Aura8ix,60,12,13,2026-07-20T13:25:18Z,PT3M42S,P1FcxqUhJHs
epic cinematic music,Winter Drive  - Epic Cinematic Music for Film & Video | Audioknap,AudioknapMusic,122,13,2,2026-07-20T13:00:06Z,PT2M46S,5LD2w1HMH-s
epic cinematic music,The Last Horizon | Most EPIC Cinematic Orchestral Music | Powerful Instrumental for Motivation,Zura Music,11,0,0,2026-07-20T13:00:05Z,PT7M16S,sMXrLURIGO4
epic cinematic music,EMIN feat. JONY – Камин (Kamin) | Dark Gothic Orchestra Cover | Epic Cinematic Version,Lunamousic,2,0,1,2026-07-20T12:23:53Z,PT4M49S,zoqPLh1ouXQ
epic cinematic music,PULSE 2026 | THE FUTURE BEGINS | EPIC CINEMATIC MUSIC@norberthabib5300 ,Norbert Habib,1,1,0,2026-07-20T12:00:29Z,PT26M39S,xN3Aq9IUTLU
epic cinematic music,Hybrid War Cinematic Music - Iron Dominion | No Copyright  #cinematicmusic #warmusic #epicsoundtrack,FreeVox Epic Cinematic,3,0,0,2026-07-20T11:00:30Z,PT1M,rcd4gnCoSyA
epic cinematic music,Epic Cinematic Medieval Music | A World Reborn | Heroic Fantasy Orchestra,ABQ Audio,5,1,0,2026-07-20T11:00:36Z,PT2M50S,b7Ci74jGV-E
epic cinematic music,"Epic Space Ambient Music 🌌 | Relaxing Cinematic Music for Focus, Sleep & Meditation",Aurora Relax Melody,192,7,0,2026-07-20T10:52:51Z,PT1M1S,v47sqx-QW0M
epic cinematic music,An Epic Roar of BMW Bagger,Creative Phenom,1062,20,0,2026-07-20T10:39:32Z,PT39S,rCBQyyvYjLw
epic cinematic music,▶️ The Underwater Hotel | Epic Cinematic Music,포레스트 바이브 뮤직 | Forest Vibe Music,472,0,2,2026-07-20T09:30:58Z,PT25S,sGdJNZGI7Vs
epic cinematic music,Sia & Coldplay - Higher Than Fear (Epic Cinematic Pop Anthem) | Music Lyric Video 2026,Zion's pathos AI,6,1,0,2026-07-20T09:15:18Z,PT3M10S,XOi8lMgA0CQ
epic cinematic music,shiv tandav 🔱🔥 शिव तांडव | महादेव का रौद्र रूप 👹 | Epic Cinematic AI Video | Har Har Mahadev #viral,PM Bhakti Studio 🔱,1147,30,0,2026-07-20T08:04:59Z,PT24S,63A5YBy0FF8
epic cinematic music,Beyond The Horizon | Epic Cinematic Future Bass | Emotional EDM | No Copyright Music |              ,world music 1M,7,3,1,2026-07-20T07:49:54Z,PT3M26S,xZjBdLAq2CQ
epic cinematic music,Ek Junoon | Intense Punjabi Motivational Song 2026 | Epic Cinematic AI Music Video | Official,Drama medley studio ,36,0,0,2026-07-20T07:30:39Z,PT2M32S,yac1yqDbaSw
epic cinematic music,A Warrior's Lament - Epic Cinematic Dramatic Music,OpenSound Fire,279,2,0,2026-07-20T07:00:06Z,PT2M36S,FmxEyJzNSHI
epic cinematic music,🇮🇩 Indonesia | Epic Cinematic Music #shorts #orchestralmusic #epicorchestra #soundtrack,StoryWave Music,4,1,0,2026-07-20T04:45:35Z,PT55S,zbY_VfxPLU8
epic cinematic music,🇪🇸 Spain World Cup Champions 🏆🔥 | Epic Cinematic Bass | #shorts #fifa #spain,Epic 30 Sec Music,1529,39,2,2026-07-20T03:59:07Z,PT15S,vZEWfs5RGGs
epic cinematic music,Lion Hunting Story in the African Savannah | Epic Cinematic Wildlife Adventure in 4K#shorts,Wild Nature Studio,3,1,0,2026-07-20T03:14:52Z,PT37S,1E-iznPisAM
epic cinematic music,The Oracle's Warning | Epic Cinematic Music | Odyssey Soundtracks,Odyssey Soundtracks,14,0,0,2026-07-20T01:31:18Z,PT4M30S,6eBaiM7L-48
epic cinematic music,Colossal Epic War Cinematic Music – Trailer Background Score – Dark Atmospheric Tension,ADU PUKUL,71,0,0,2026-07-20T01:00:29Z,PT1M2S,9FreDRkk6vo
epic cinematic music,[V4] Epic Cinematic Hybrid | Essential Dynamic Lo-fi [High-Fidelity] | (Official Music Video),Luna (루나) - Tomorrow's Sound,0,0,0,2026-07-20T00:56:19Z,PT2M56S,CGDbIWwTzF8
epic cinematic music,대한의 노래 🇰🇷🎷 | Epic Cinematic Shorts | AI Music Video,다시 피는 인생,690,32,2,2026-07-20T00:46:11Z,PT51S,F1KnWOK6jco
epic cinematic music,🔱 The Divine Reveal of Lord Shiva | Epic Cinematic Mahadev Shorts | Har Har Mahadev 🙏 #shorts,Amitha's Creative Corner (ACC),535,33,4,2026-07-20T00:45:17Z,PT54S,g9xMtNwp3ik
epic cinematic music,Rise Up - TheFatRat | Epic Cinematic Music | 4K Animated Anime Wallpaper,SAMURAI ,35,3,3,2026-07-20T00:09:07Z,PT2M50S,T7pghPLFc_Q
epic cinematic music,Tears of the Fallen Kingdom | Emotional Epic Cinematic Music | Official Audio,Epic Cinematic,17,1,0,2026-07-19T21:01:25Z,PT42S,TOMdirLpqnM
epic cinematic music,End of Time | Dark Epic Cinematic Music for Deep Meditation & Focus,GoldenDawnAmbience,7,0,0,2026-07-19T21:00:11Z,PT3H29S,QGG4606Shiw
epic cinematic music,Tears of the Fallen Kingdom | Emotional Epic Cinematic Music | Official Audio,Epic Cinematic,25,2,0,2026-07-19T20:42:00Z,PT2M50S,jy9aabG5vE4
epic cinematic music,Legacy Never Dies | Epic cinematic music ,AUREON,58,1,1,2026-07-19T20:19:38Z,PT3M50S,P2q4Fm6Y29k
epic cinematic music,Ignis Aeternus 🎼 | Epic Cinematic Music | Powerful Orchestral Soundtrack,Emiliano,0,0,0,2026-07-19T20:05:20Z,PT3M31S,yyySPDZIgiA
epic cinematic music,The First Threshold VII — The Eternal Archive | Epic Cinematic Music | Hybrid Cinematic Orchestra,Soul Wave Studios ,1,0,0,2026-07-19T19:53:56Z,PT6M23S,W_v3zU-kXCw
epic cinematic music,Epic Cinematic Trailer Music | Breath of the Ancients | The First Threshold III | Hybrid Orchestral,Soul Wave Studios ,0,0,0,2026-07-19T19:53:38Z,PT4M11S,19YEasEt3rA
epic cinematic music,The Weight of Destiny | Epic Emotional Cinematic Music,Çağatay Kılıç - Composer,63,4,1,2026-07-19T19:53:36Z,PT2M13S,qdvOkpsoNE4
epic cinematic music,The First Threshold VI — Horizon of Spirits -Epic Cinematic  Music ,Soul Wave Studios ,0,0,0,2026-07-19T19:53:26Z,PT5M18S,-M_rcRFydRQ
epic cinematic music,Epic Cinematic Fantasy Music | Celestial Passage | The First Threshold V | Hybrid Orchestral ,Soul Wave Studios ,0,0,0,2026-07-19T19:49:16Z,PT1M58S,dHjJ1NlleGQ
epic cinematic music,این آهنگ شما را به یک دنیای ناشناخته می‌برد | Epic Cinematic Music,Sajjad Animation ,37,12,12,2026-07-19T18:59:53Z,PT3M28S,8MOwfUtoLb4
epic cinematic music,Galactic journey. Rescue from the Edge of the Universe –(Epic Cinematic Music - AI Co-creation),Zbigniew Wilgosz,8,2,0,2026-07-19T18:26:17Z,PT3M31S,YhN0CoaSiyk
epic cinematic music,Epic Cinematic Music: March of the Dragon Knights,Epic Cinematic Music Channel ,4,0,0,2026-07-19T17:25:45Z,PT4M,0VGrEq-C0DU
epic cinematic music,The Hero's Anthem | Epic Cinematic Music | Powerful Orchestral Soundtrack,ELYSIAN SCORE,1,0,0,2026-07-19T17:00:33Z,PT3M24S,CnO6WLZhXV4
epic cinematic music,GLADIATOR | Epic Cinematic Music | Original Film Score,PLAi Studio,47,2,0,2026-07-19T17:00:06Z,PT3M35S,qnlUbr2GVB4
epic cinematic music,Epic Fire Dance Music 🔥 | Dark Fantasy Cinematic Instrumental | Powerful Orchestral Soundtrack,Music804,33,0,0,2026-07-19T16:52:08Z,PT31S,sUv0r7F719E
epic cinematic music,🇮🇩 Indonesia | Epic Cinematic Orchestral Music | The Spirit of Indonesia,StoryWave Music,39,5,0,2026-07-19T16:45:35Z,PT3M39S,Fouieh_lS9A
epic cinematic music,Beyond the Last Horizon | Epic Cinematic Orchestral Instrumental #shorts #viral #music #fyp #aimusic,THE_WORLD,8,0,0,2026-07-19T16:32:45Z,PT2M35S,lOGxIKVBjvo
epic cinematic music,RISE ABOVE ⚡ | Powerful Cinematic Motivation | Epic Gym & Sigma Music #phonk #viral #shorts,𝐞𝐦𝐩𝐢𝐫𝐞 𝐦𝐮𝐬𝐢𝐜,25,0,0,2026-07-19T16:15:05Z,PT19S,dQ0uctprf88
epic cinematic music,Beneath the Iron Sky | Epic Cinematic Orchestral Music | Dark Fantasy Soundtrack,CADORA,87,10,2,2026-07-19T16:01:10Z,PT3M2S,LPdArfa8siA
epic cinematic music,Epic Cinematic Trap Background Music Vol. 6 [No Copyright - Royalty Free] Ghost Protocol,Zylo – Music for Creators,20,0,0,2026-07-19T15:45:06Z,PT3M6S,4vuFrBM46N8
epic cinematic music,Epic Cinematic Trap Background Music Vol. 6 [No Copyright - Royalty Free] Ghost Protocol,Zylo – Music for Creators,90,0,0,2026-07-19T15:45:05Z,PT21S,wUdtL8KUk8g
epic cinematic music,Banners Over The Ridge | Epic Cinematic Adventure Music 🏔️⚔️    #shorts #viral #music #fyp  #aimusic,THE_WORLD,7,0,0,2026-07-19T15:43:40Z,PT31S,fB0AzfL-Lq8
epic cinematic music,Red Strings Surge | Epic Cinematic Instrumental | Powerful Emotional Music,CARPE DIEM,37,1,1,2026-07-19T15:21:53Z,PT3M20S,5VO4uQFmzyE
オーケストラ 戦闘 BGM,【作業用BGM／1時間】戦闘モードに入る疾走系JRPGバトルメドレー｜YutoRhythm Battle Mode Vol.2,ゆとリズム yuto-rhythm,38,2,0,2026-07-18T13:00:34Z,PT1H31S,Ai7fB6AJ1Yc
